"","D01","D02","D03","D05","D06","D07","D08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24A","D24B","D25","D26","D27","D28","D29","D301","D302T309","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98"
"TTL_01",1.2692,0.0946,0.1426,0.0235,0.0132,0.0308,0.0321,0.0301,0.589,0.2915,0.1089,0.1514,0.0167,0.0844,0.3668,0.0655,0.0404,0.0294,0.0321,0.0377,0.0361,0.0389,0.0373,0.0365,0.0328,0.0364,0.0998,0.0213,0.0474,0.0483,0.0237,0.0347,0.042,0.0671,0.1487,0.0426,0.2774,0.0778,0.0321,0.0361,0.0314,0.017,0.0678,0.0513,0.0436,0.0343,0.1555,0.1616,0.0656,0
"TTL_02",0.0044,1.1485,0.0043,0.0128,0.0022,0.0063,0.0057,0.0072,0.0062,0.0059,0.311,0.0265,0.0027,0.0164,0.0053,0.0683,0.0088,0.0052,0.0057,0.0102,0.0083,0.0097,0.009,0.0085,0.0075,0.0102,0.068,0.0051,0.0079,0.018,0.0025,0.0046,0.0024,0.0076,0.0041,0.0056,0.0042,0.0066,0.0032,0.0052,0.0029,0.002,0.0074,0.0043,0.0028,0.0026,0.0037,0.0105,0.006,0
"TTL_03",0.0112,0.0026,1.1844,0.0027,0.0015,0.0037,0.0038,0.0033,0.0606,0.0073,0.0062,0.0065,0.0019,0.0088,0.0086,0.0056,0.0042,0.0035,0.0037,0.0043,0.0041,0.0044,0.0044,0.0036,0.0037,0.004,0.0056,0.0026,0.0073,0.0042,0.0029,0.0039,0.0093,0.0074,0.0059,0.0063,0.0947,0.0078,0.0036,0.0039,0.0054,0.0022,0.01,0.0071,0.0055,0.005,0.0055,0.0109,0.0071,0
"TTL_05",0.0165,0.0135,0.0095,1.227,0.0281,0.0598,0.0553,0.0598,0.0185,0.0267,0.0313,0.0537,0.0613,0.0908,0.0272,0.058,0.1178,0.1156,0.0781,0.0737,0.0321,0.0502,0.0497,0.0388,0.0438,0.0439,0.041,0.2774,0.0454,0.0576,0.0115,0.0291,0.023,0.0309,0.0245,0.0214,0.0133,0.0228,0.0163,0.0181,0.0099,0.0084,0.027,0.0173,0.0135,0.0094,0.0205,0.024,0.0283,0
"TTL_06",0.0338,0.0332,0.0302,0.0367,1.058,0.0777,0.0789,0.078,0.0306,0.0407,0.0477,0.0601,0.6729,0.1831,0.0403,0.0961,0.084,0.095,0.0795,0.074,0.0475,0.0626,0.0575,0.049,0.0541,0.0553,0.0528,0.174,0.0527,0.0642,0.021,0.1031,0.1701,0.2076,0.1096,0.0499,0.0231,0.0369,0.0218,0.0291,0.0186,0.0125,0.0581,0.0566,0.0281,0.0156,0.0298,0.0367,0.0425,0
"TTL_07",0.0052,0.0055,0.0038,0.0268,0.0166,1.2089,0.0274,0.0398,0.006,0.0079,0.0126,0.0165,0.0137,0.0271,0.0106,0.0211,0.0365,0.3495,0.3148,0.1379,0.037,0.103,0.0894,0.0657,0.0807,0.0766,0.0429,0.0178,0.0287,0.0679,0.0069,0.0137,0.011,0.0168,0.015,0.0155,0.0045,0.0093,0.0149,0.0141,0.0057,0.0055,0.0231,0.0131,0.0065,0.0035,0.0089,0.0098,0.0141,0
"TTL_08",0.0038,0.0035,0.0022,0.0069,0.0454,0.0099,1.0243,0.0128,0.0039,0.0049,0.0057,0.0076,0.0299,0.0269,0.0058,0.0131,0.0975,0.0113,0.0103,0.0096,0.0078,0.0117,0.0077,0.0078,0.0072,0.0077,0.0089,0.0103,0.0065,0.0306,0.002,0.0064,0.0084,0.0108,0.0071,0.0055,0.0025,0.005,0.003,0.0038,0.0021,0.0022,0.0062,0.0044,0.003,0.0019,0.004,0.0051,0.0053,0
"TTL_09",0.0028,0.0027,0.0025,0.006,0.0783,0.0085,0.0106,1.0109,0.0029,0.0033,0.0039,0.0049,0.054,0.0147,0.0033,0.0078,0.0091,0.0086,0.0072,0.0064,0.004,0.0054,0.0049,0.0042,0.0046,0.0047,0.0044,0.0143,0.0045,0.0067,0.0017,0.0084,0.0137,0.0168,0.0089,0.0041,0.002,0.0031,0.0018,0.0024,0.0015,0.0011,0.0048,0.0046,0.0023,0.0013,0.0025,0.0031,0.0035,0
"TTL_10T12",0.1902,0.0337,0.1789,0.0276,0.0175,0.0404,0.0423,0.0315,1.3797,0.1028,0.0484,0.063,0.0235,0.1011,0.1222,0.0634,0.046,0.039,0.0436,0.0469,0.0457,0.0482,0.0465,0.0378,0.0408,0.044,0.0566,0.0279,0.0595,0.0432,0.0283,0.0381,0.0573,0.1158,0.0796,0.0522,0.4315,0.0788,0.0389,0.038,0.0373,0.0215,0.0681,0.057,0.0548,0.0483,0.0794,0.1409,0.0921,0
"TTL_13T15",0.0101,0.0105,0.0062,0.0215,0.0118,0.0272,0.0246,0.0342,0.0154,1.7761,0.0278,0.0526,0.0122,0.0361,0.0579,0.109,0.0451,0.0245,0.0266,0.0353,0.0278,0.036,0.0373,0.0689,0.0356,0.044,0.1946,0.0169,0.0579,0.0362,0.0161,0.0265,0.0139,0.0324,0.0356,0.0318,0.029,0.1363,0.0169,0.0192,0.0274,0.0151,0.0416,0.0455,0.0794,0.0115,0.0678,0.0612,0.0464,0
"TTL_16",0.0023,0.0023,0.0019,0.0413,0.0033,0.0096,0.0093,0.0084,0.0037,0.0064,1.4447,0.0303,0.0044,0.0088,0.0045,0.0105,0.0178,0.0101,0.0105,0.0236,0.0084,0.0118,0.0164,0.0099,0.0139,0.0134,0.1953,0.0127,0.0104,0.047,0.0032,0.0052,0.0036,0.0055,0.0057,0.0104,0.003,0.0085,0.0041,0.0061,0.0047,0.0041,0.0087,0.0053,0.0042,0.0025,0.0035,0.0097,0.0072,0
"TTL_17T18",0.0116,0.0096,0.0097,0.016,0.0086,0.0215,0.0213,0.0208,0.0314,0.0257,0.0278,1.4466,0.0098,0.0281,0.0401,0.031,0.0446,0.0204,0.0209,0.028,0.0428,0.0398,0.0329,0.0271,0.0264,0.0296,0.0634,0.0176,0.0242,0.0303,0.0464,0.0179,0.0153,0.0215,0.0204,0.0679,0.0196,0.1991,0.0278,0.1313,0.0558,0.0205,0.118,0.0648,0.0402,0.0264,0.0249,0.0242,0.0315,0
"TTL_19",0.0394,0.041,0.0431,0.0393,0.0561,0.0875,0.093,0.0895,0.0367,0.0445,0.0545,0.0595,1.0901,0.1844,0.045,0.0999,0.0946,0.1215,0.0844,0.081,0.0546,0.0698,0.0657,0.0564,0.0636,0.0625,0.0591,0.0832,0.0578,0.0774,0.0265,0.1529,0.2692,0.327,0.165,0.0698,0.028,0.0436,0.0245,0.0343,0.0237,0.0151,0.0756,0.0816,0.0377,0.0195,0.0334,0.0425,0.0474,0
"TTL_20",0.1742,0.1563,0.043,0.0802,0.0665,0.1386,0.1672,0.1963,0.1168,0.2222,0.2178,0.2955,0.0757,1.6441,0.1787,0.664,0.2127,0.0966,0.1468,0.1696,0.1783,0.2177,0.1373,0.1366,0.1366,0.1608,0.223,0.0601,0.1648,0.1639,0.0399,0.059,0.0487,0.071,0.0993,0.0722,0.0711,0.1427,0.0534,0.1027,0.0402,0.0263,0.1649,0.0816,0.0538,0.0497,0.1374,0.1243,0.1942,0
"TTL_21",0.0145,0.0054,0.0103,0.0017,9e-04,0.0023,0.0021,0.0028,0.0086,0.0049,0.0036,0.0053,0.0011,0.0077,1.3575,0.0051,0.0032,0.0021,0.0021,0.0028,0.0033,0.0027,0.0029,0.0021,0.0021,0.0026,0.0036,0.0014,0.0035,0.0036,0.0013,0.0017,0.0015,0.0023,0.0032,0.0032,0.0047,0.0027,0.0031,0.0023,0.0016,9e-04,0.007,0.0025,0.0022,0.0013,0.4616,0.0035,0.0057,0
"TTL_22",0.0226,0.0159,0.0103,0.0205,0.0139,0.0348,0.0336,0.0668,0.0328,0.0439,0.0353,0.071,0.0144,0.0673,0.0276,1.2664,0.0481,0.026,0.0264,0.0461,0.0897,0.0949,0.0694,0.0935,0.0518,0.1081,0.0823,0.0187,0.0706,0.0467,0.0154,0.0363,0.0129,0.0232,0.024,0.0318,0.0191,0.0248,0.022,0.0305,0.0109,0.0076,0.0369,0.0249,0.013,0.0073,0.0209,0.0309,0.0393,0
"TTL_23",0.0055,0.0054,0.0051,0.0162,0.0123,0.0195,0.0398,0.069,0.0121,0.0086,0.012,0.0128,0.0147,0.021,0.0231,0.0212,1.2595,0.0448,0.0425,0.0402,0.0464,0.0645,0.0338,0.0456,0.0328,0.035,0.0263,0.0151,0.0267,0.2648,0.0073,0.0147,0.0089,0.015,0.0156,0.0304,0.0076,0.0215,0.0151,0.0153,0.0086,0.0136,0.0203,0.0117,0.0139,0.0073,0.0134,0.0253,0.0141,0
"TTL_24A",0.0085,0.0098,0.0082,0.0805,0.0502,0.055,0.0538,0.1136,0.0114,0.0137,0.026,0.0241,0.0386,0.0313,0.0156,0.0333,0.0661,1.3622,0.0502,0.367,0.0501,0.1059,0.2282,0.1498,0.2326,0.1589,0.0589,0.0383,0.0409,0.2051,0.012,0.0333,0.0283,0.0392,0.0373,0.0338,0.0089,0.0169,0.0201,0.0208,0.0115,0.0137,0.0426,0.0254,0.0136,0.0068,0.0161,0.0191,0.0244,0
"TTL_24B",0.0081,0.0088,0.0066,0.0247,0.0163,0.0364,0.0353,0.047,0.0104,0.0133,0.0203,0.0405,0.015,0.0333,0.0151,0.0276,0.0432,0.0686,1.5812,0.1805,0.1157,0.3768,0.1571,0.1389,0.1073,0.1813,0.1336,0.0351,0.0717,0.0658,0.0175,0.0241,0.017,0.0316,0.0229,0.0313,0.0081,0.0191,0.0471,0.04,0.012,0.0087,0.052,0.0294,0.0126,0.0067,0.0149,0.0189,0.0317,0
"TTL_25",0.0071,0.0085,0.0057,0.0422,0.0175,0.0503,0.0547,0.0597,0.0119,0.0119,0.0426,0.0219,0.0156,0.0241,0.0163,0.0349,0.061,0.0409,0.0292,1.1863,0.0546,0.0796,0.0921,0.0596,0.0896,0.0816,0.0565,0.0219,0.0315,0.082,0.0122,0.0165,0.0175,0.0207,0.0379,0.0221,0.0082,0.0135,0.017,0.0204,0.011,0.0108,0.0715,0.0339,0.0107,0.0067,0.0121,0.015,0.0263,0
"TTL_26",0.0117,0.0126,0.0098,0.0318,0.0306,0.0383,0.0397,0.0555,0.016,0.0193,0.0223,0.0273,0.0281,0.0343,0.0261,0.031,0.0351,0.0363,0.0318,0.0412,1.8002,0.1392,0.1316,0.0862,0.2091,0.1292,0.0443,0.0702,0.0436,0.0447,0.0387,0.0279,0.0288,0.039,0.0332,0.0441,0.0135,0.0287,0.132,0.3084,0.0313,0.0164,0.1714,0.0664,0.0249,0.0241,0.0236,0.0312,0.1134,0
"TTL_27",0.0092,0.0096,0.0077,0.0262,0.0173,0.037,0.0415,0.0345,0.0127,0.0158,0.0177,0.0214,0.0169,0.027,0.0186,0.0245,0.0307,0.0324,0.0307,0.0368,0.1194,1.22,0.1116,0.0621,0.1628,0.1891,0.0364,0.0784,0.0734,0.0713,0.0365,0.0213,0.0226,0.0332,0.022,0.0332,0.0108,0.0247,0.1252,0.0642,0.0164,0.0121,0.0865,0.0466,0.0163,0.0076,0.019,0.0289,0.0389,0
"TTL_28",0.0151,0.0205,0.0208,0.0654,0.0501,0.0889,0.1027,0.1218,0.0163,0.0224,0.0347,0.0342,0.0424,0.0414,0.0227,0.0346,0.0714,0.0851,0.0478,0.0923,0.0501,0.0866,1.2823,0.1113,0.1946,0.1376,0.0429,0.0368,0.0348,0.0521,0.0102,0.0278,0.0529,0.0874,0.0634,0.0348,0.011,0.017,0.0166,0.02,0.0104,0.007,0.0291,0.0198,0.0115,0.0068,0.0428,0.0159,0.0205,0
"TTL_29",0.0071,0.0101,0.0071,0.0134,0.0083,0.0212,0.0299,0.0216,0.011,0.011,0.0147,0.0148,0.0101,0.0157,0.0136,0.0151,0.0264,0.0199,0.0167,0.021,0.0183,0.0192,0.0464,1.5074,0.0208,0.0279,0.0169,0.0112,0.0248,0.0218,0.0167,0.1353,0.0105,0.0145,0.0224,0.0469,0.01,0.0145,0.0118,0.028,0.0117,0.0063,0.0533,0.0579,0.0271,0.0045,0.0116,0.0296,0.0476,0
"TTL_301",1e-04,1e-04,0.0013,2e-04,1e-04,3e-04,3e-04,2e-04,2e-04,2e-04,2e-04,3e-04,2e-04,3e-04,2e-04,3e-04,4e-04,4e-04,3e-04,4e-04,3e-04,3e-04,4e-04,3e-04,1.0593,5e-04,9e-04,3e-04,6e-04,4e-04,2e-04,3e-04,0.0156,5e-04,0.0013,2e-04,2e-04,2e-04,1e-04,2e-04,1e-04,1e-04,3e-04,3e-04,2e-04,1e-04,1e-04,2e-04,3e-04,0
"TTL_302T309",0.0012,0.0014,0.001,0.002,0.001,0.0026,0.0024,0.0021,0.0017,0.0017,0.0023,0.0023,0.0018,0.0024,0.0023,0.0024,0.0027,0.0028,0.0025,0.0029,0.0031,0.003,0.0051,0.0041,0.0068,1.333,0.0094,0.0018,0.0024,0.0029,0.002,0.0146,0.0022,0.0901,0.0078,0.0948,0.0014,0.0063,0.0019,0.0037,0.003,0.0011,0.0034,0.008,0.0046,0.0016,0.0019,0.0029,0.0101,0
"TTL_31T33",0.0024,0.0026,0.002,0.0061,0.0046,0.0085,0.0089,0.0117,0.0035,0.0056,0.0065,0.0071,0.0046,0.0069,0.0057,0.0065,0.0097,0.0084,0.0078,0.0094,0.0082,0.0084,0.0092,0.0105,0.0114,0.0094,1.0302,0.01,0.008,0.0088,0.004,0.0081,0.0043,0.009,0.0105,0.0089,0.003,0.0099,0.0057,0.007,0.0104,0.0045,0.0134,0.009,0.0069,0.0049,0.0043,0.0114,0.0121,0
"TTL_35",0.0467,0.0338,0.0291,0.1122,0.0921,0.2176,0.1678,0.1242,0.0499,0.0719,0.0844,0.1068,0.0899,0.1781,0.0793,0.1384,0.1796,0.1983,0.2485,0.2004,0.0927,0.1399,0.1298,0.1031,0.1137,0.114,0.1043,1.5335,0.1421,0.1232,0.0399,0.0917,0.0478,0.064,0.0623,0.0519,0.0431,0.0562,0.0589,0.0502,0.0302,0.0275,0.0688,0.0439,0.037,0.0239,0.0558,0.0787,0.0834,0
"TTL_36T39",0.003,0.0023,0.0024,0.0046,0.0031,0.0067,0.0078,0.0071,0.0036,0.0037,0.0041,0.0259,0.0029,0.0075,0.0039,0.0069,0.0092,0.0285,0.0377,0.02,0.0069,0.0139,0.0118,0.009,0.01,0.0107,0.0082,0.0079,1.0586,0.0094,0.0026,0.0032,0.0026,0.0039,0.0037,0.0042,0.0034,0.0056,0.0032,0.0048,0.0028,0.002,0.0066,0.005,0.0027,0.0022,0.0034,0.0052,0.0063,0
"TTL_41T43",0.0034,0.0031,0.0027,0.0103,0.0054,0.0109,0.0133,0.0101,0.0061,0.0071,0.008,0.0104,0.0065,0.0103,0.0072,0.0094,0.0124,0.0113,0.0115,0.0134,0.0127,0.0114,0.012,0.0105,0.0159,0.012,0.0105,0.0143,0.0227,1.0528,0.0103,0.0213,0.0066,0.0121,0.0173,0.028,0.0089,0.0223,0.0168,0.0093,0.0191,0.046,0.0143,0.0093,0.0211,0.0091,0.0094,0.0279,0.0185,0
"TTL_45T47",0.0788,0.0515,0.0672,0.0585,0.0394,0.0748,0.0794,0.0977,0.1331,0.1645,0.1147,0.1228,0.0518,0.1327,0.1498,0.1458,0.1093,0.0928,0.0843,0.1121,0.1789,0.1288,0.1301,0.1587,0.1325,0.1466,0.1302,0.0614,0.0803,0.1118,1.0389,0.0718,0.061,0.095,0.0847,0.0782,0.1117,0.0929,0.0593,0.0959,0.0375,0.0223,0.1122,0.0727,0.0518,0.0288,0.1405,0.0846,0.0909,0
"TTL_49",0.0295,0.0307,0.026,0.0495,0.0236,0.0632,0.0657,0.0515,0.052,0.0494,0.0713,0.0683,0.0416,0.0688,0.0524,0.067,0.0859,0.0808,0.0689,0.081,0.0655,0.0749,0.0772,0.0662,0.0646,0.0733,0.0665,0.0465,0.0639,0.0863,0.0325,1.0758,0.0345,0.0453,0.0931,0.0623,0.0409,0.0587,0.0277,0.0403,0.0249,0.0154,0.0548,0.0651,0.0381,0.0187,0.0405,0.0456,0.0435,0
"TTL_50",0.0078,0.0065,0.0069,0.014,0.0062,0.0212,0.0171,0.0117,0.0114,0.0123,0.0155,0.016,0.0111,0.0184,0.0115,0.0176,0.0222,0.0235,0.0183,0.0217,0.0184,0.0192,0.0201,0.0169,0.019,0.0177,0.0165,0.0197,0.0168,0.0192,0.0099,0.016,1.1799,0.0132,0.0937,0.0119,0.0087,0.0108,0.0066,0.0095,0.0044,0.0036,0.0147,0.0114,0.0054,0.0033,0.0086,0.0117,0.0114,0
"TTL_51",0.0038,0.0039,0.0031,0.0049,0.0031,0.0079,0.0065,0.0067,0.0056,0.0065,0.0079,0.0079,0.0092,0.0092,0.0094,0.0092,0.0082,0.0092,0.0092,0.0092,0.0154,0.0104,0.0109,0.0097,0.0093,0.0103,0.0086,0.0064,0.0083,0.009,0.0061,0.007,0.0071,1.1429,0.023,0.0476,0.0045,0.0213,0.0061,0.0128,0.0084,0.004,0.0152,0.0118,0.0208,0.0108,0.0068,0.0088,0.0086,0
"TTL_52",0.0093,0.0069,0.0075,0.0136,0.0063,0.0186,0.0179,0.0135,0.0153,0.016,0.0198,0.0202,0.0108,0.0203,0.015,0.0214,0.0242,0.023,0.0207,0.0241,0.0204,0.0228,0.0226,0.0242,0.0196,0.0215,0.0206,0.0137,0.0195,0.0219,0.0139,0.0682,0.1104,0.0287,1.0515,0.0383,0.0111,0.0192,0.0089,0.0126,0.0065,0.0046,0.019,0.0167,0.0081,0.0043,0.0111,0.013,0.0151,0
"TTL_53",0.002,0.0031,0.0022,0.0038,0.0013,0.0033,0.0032,0.0027,0.0029,0.0027,0.0034,0.0038,0.0016,0.0037,0.0045,0.0037,0.004,0.0035,0.0043,0.0043,0.0043,0.0047,0.0047,0.004,0.0037,0.0037,0.0038,0.0028,0.0046,0.0039,0.0056,0.0036,0.0027,0.0035,0.0044,1.0816,0.0031,0.0061,0.0049,0.0063,0.0141,0.0029,0.006,0.004,0.0168,0.0041,0.0033,0.0043,0.0059,0
"TTL_55T56",0.0058,0.007,0.0048,0.013,0.0059,0.0174,0.0161,0.0138,0.0101,0.0102,0.0122,0.0153,0.0068,0.0149,0.0211,0.0149,0.018,0.0154,0.0153,0.0191,0.0182,0.0187,0.0211,0.0157,0.0166,0.0174,0.0146,0.0121,0.0215,0.0189,0.0142,0.0244,0.0108,0.0259,0.0183,0.0225,1.0077,0.0459,0.0137,0.0197,0.0434,0.0128,0.0413,0.0418,0.0365,0.0172,0.0149,0.0178,0.0215,0
"TTL_58T60",6e-04,5e-04,4e-04,0.0017,8e-04,0.0028,0.0018,0.0016,0.001,0.0014,0.0015,0.0019,9e-04,0.0018,0.0023,0.0021,0.0024,0.0022,0.0023,0.0025,0.0023,0.0025,0.0027,0.0018,0.0018,0.0021,0.0019,0.0024,0.0031,0.0023,0.0012,0.0022,0.0013,0.0032,0.002,0.0042,0.0014,1.021,0.0053,0.0021,0.0029,0.0017,0.003,0.0014,0.0079,0.0036,0.0023,0.004,0.0031,0
"TTL_61",0.0035,0.0036,0.0032,0.0056,0.0031,0.0088,0.0072,0.0062,0.0046,0.0053,0.0061,0.0072,0.0035,0.0068,0.0069,0.0067,0.0083,0.0078,0.0079,0.0091,0.0105,0.0085,0.0096,0.0069,0.0077,0.0075,0.0069,0.0084,0.0115,0.0194,0.0068,0.0109,0.0323,0.0129,0.0136,0.0338,0.0066,0.0183,1.1243,0.104,0.0278,0.0092,0.0118,0.0074,0.0289,0.0141,0.0152,0.0102,0.0094,0
"TTL_62T63",0.0023,0.0027,0.0019,0.006,0.0031,0.0084,0.0092,0.0098,0.0035,0.0056,0.0057,0.0066,0.0035,0.006,0.0048,0.0065,0.0086,0.0082,0.0073,0.0091,0.0232,0.0085,0.0102,0.0066,0.0087,0.0076,0.0072,0.0096,0.0108,0.01,0.0064,0.0071,0.0104,0.0209,0.01,0.0234,0.0035,0.0184,0.0283,1.1448,0.026,0.006,0.0109,0.0078,0.01,0.0051,0.0058,0.0141,0.0078,0
"TTL_64T66",0.0328,0.0398,0.0358,0.0876,0.0351,0.0824,0.0814,0.0686,0.0442,0.0493,0.0612,0.0755,0.0439,0.0777,0.0604,0.0714,0.0862,0.102,0.1076,0.0942,0.0946,0.0888,0.0895,0.0732,0.1041,0.0784,0.0674,0.1033,0.093,0.0927,0.0705,0.1314,0.1046,0.093,0.1039,0.0516,0.0394,0.0549,0.0645,0.0969,1.1087,0.1273,0.1089,0.0826,0.0472,0.0404,0.0485,0.0791,0.0595,0
"TTL_68",0.0058,0.0048,0.0052,0.0084,0.0043,0.0089,0.0094,0.0096,0.0092,0.0113,0.0097,0.0114,0.0058,0.0114,0.0113,0.0123,0.0113,0.0108,0.0107,0.0121,0.0158,0.0126,0.0129,0.0129,0.0129,0.0128,0.0118,0.0092,0.0125,0.0118,0.0517,0.0123,0.01,0.0148,0.0176,0.0191,0.0136,0.0149,0.0196,0.0345,0.0534,1.0339,0.0191,0.0144,0.0132,0.0097,0.0138,0.0172,0.0658,0
"TTL_69T75",0.0263,0.0308,0.0181,0.0482,0.026,0.0641,0.0657,0.0606,0.0392,0.0384,0.0422,0.0511,0.0267,0.0598,0.0796,0.0575,0.0543,0.0545,0.0501,0.0591,0.075,0.0642,0.0724,0.0761,0.0585,0.0681,0.0527,0.0397,0.0414,0.0941,0.0866,0.0341,0.0373,0.0398,0.0419,0.0517,0.0285,0.043,0.0547,0.0747,0.0817,0.0474,1.158,0.0378,0.0206,0.0161,0.0433,0.0367,0.0415,0
"TTL_77T82",0.0093,0.0078,0.0079,0.026,0.0105,0.026,0.0283,0.0216,0.0172,0.0196,0.0186,0.0241,0.0125,0.0238,0.0336,0.0249,0.027,0.0245,0.023,0.0283,0.0327,0.0298,0.0312,0.0295,0.0266,0.0279,0.0266,0.0195,0.0257,0.0271,0.0572,0.0231,0.0276,0.036,0.0328,0.0313,0.0172,0.0309,0.0341,0.0585,0.0563,0.0318,0.0357,1.0676,0.0306,0.0108,0.0207,0.0294,0.027,0
"TTL_84",4e-04,5e-04,3e-04,4e-04,2e-04,6e-04,5e-04,4e-04,5e-04,4e-04,8e-04,5e-04,2e-04,5e-04,7e-04,6e-04,5e-04,6e-04,5e-04,6e-04,8e-04,6e-04,7e-04,0.0011,8e-04,7e-04,6e-04,4e-04,6e-04,6e-04,5e-04,4e-04,5e-04,5e-04,6e-04,7e-04,4e-04,6e-04,8e-04,0.001,6e-04,6e-04,0.0018,0.0015,1.0014,4e-04,5e-04,6e-04,8e-04,0
"TTL_85",2e-04,2e-04,2e-04,6e-04,2e-04,5e-04,4e-04,4e-04,3e-04,3e-04,3e-04,5e-04,3e-04,4e-04,4e-04,4e-04,5e-04,5e-04,5e-04,5e-04,5e-04,5e-04,5e-04,5e-04,5e-04,5e-04,4e-04,4e-04,9e-04,6e-04,5e-04,6e-04,4e-04,6e-04,5e-04,5e-04,3e-04,9e-04,6e-04,6e-04,0.0019,4e-04,8e-04,4e-04,0.0024,1.0037,9e-04,8e-04,5e-04,0
"TTL_86T88",2e-04,1e-04,1e-04,5e-04,2e-04,5e-04,6e-04,3e-04,2e-04,3e-04,3e-04,4e-04,4e-04,4e-04,3e-04,3e-04,5e-04,5e-04,4e-04,7e-04,6e-04,6e-04,7e-04,5e-04,4e-04,7e-04,3e-04,5e-04,4e-04,5e-04,3e-04,4e-04,3e-04,3e-04,4e-04,2e-04,1e-04,4e-04,2e-04,3e-04,3e-04,1e-04,3e-04,2e-04,0.0016,2e-04,1.0026,3e-04,4e-04,0
"TTL_90T93",2e-04,2e-04,2e-04,5e-04,2e-04,6e-04,6e-04,4e-04,3e-04,4e-04,4e-04,6e-04,3e-04,5e-04,5e-04,5e-04,6e-04,6e-04,6e-04,7e-04,6e-04,6e-04,7e-04,5e-04,6e-04,6e-04,5e-04,7e-04,7e-04,6e-04,5e-04,5e-04,5e-04,5e-04,7e-04,8e-04,4e-04,0.0015,7e-04,6e-04,0.0023,6e-04,0.0013,0.001,0.0017,2e-04,4e-04,1.0085,9e-04,0
"TTL_94T96",0.0023,0.0023,0.0021,0.0074,0.003,0.0042,0.0066,0.0049,0.0036,0.0036,0.0041,0.0062,0.0035,0.0054,0.0044,0.0054,0.0063,0.0059,0.0047,0.0071,0.0064,0.0068,0.007,0.0092,0.0062,0.0063,0.0048,0.0051,0.0117,0.0074,0.0073,0.0103,0.0055,0.0044,0.019,0.0189,0.0039,0.0143,0.0033,0.0039,0.003,0.0023,0.0086,0.006,0.0097,0.0074,0.0086,0.0177,1.0181,0
"TTL_97T98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TOTAL",2.1616,1.9104,1.9856,2.3764,1.9034,2.775,2.6472,2.7523,2.8641,3.2185,3.0787,3.1414,2.6058,3.426,3.0198,3.4391,3.1959,3.3644,3.4679,3.4947,3.5904,3.5788,3.4447,3.4586,3.3665,3.6273,3.2226,2.9977,2.6581,3.2886,1.87,2.482,2.605,3.0055,2.7253,2.5336,2.4689,2.5364,2.2226,2.7882,1.9615,1.659,2.9818,2.3402,1.9466,1.5512,2.6761,2.4133,2.5155,1
